Modele_DPE,Version_DPE,Methode_application_DPE,Etiquette_DPE,Etiquette_GES,Type_batiment,Hauteur_sous_plafond,Conso_5_usages_finale,Conso_5_usages_m2_finale,Conso_chauffage_finale,Conso_chauffage_depensier_finale,Conso_eclairage_finale,Conso_ECS_finale,Conso_ECS_depensier_finale,Conso_refroidissement_finale,Conso_refroidissement_depensier_finale,Conso_auxiliaires_finale,Conso_5_usages_primaire,Conso_5_usages_par_m2_primaire,Conso_chauffage_primaire,Conso_chauffage_depensier_primaire,Conso_eclairage_primaire,Conso_ECS_primaire,Conso_ECS_depensier_primaire,Conso_refroidissement_primaire,Conso_refroidissement_depensier_primaire,Conso_auxiliaires_primaire,Emission_GES_5_usages,Emission_GES_5_usages_par_m2,Emission_GES_chauffage,Emission_GES_chauffage_depensier,Emission_GES_eclairage,Emission_GES_ECS,Emission_GES_ECS_depensier,Emission_GES_refroidissement,Emission_GES_refroidissement_depensier,Emission_GES_auxiliaires,Cout_chauffage_energie_num1,Cout_ECS_energie_num1,Emission_GES_5_usages_energie_num1,Type_energie_num1,Cout_total_5_usages,Cout_chauffage,Cout_chauffage_depensier,Cout_eclairage,Cout_ECS_depensier,Cout_ECS,Cout_refroidissement,Cout_refroidissement_depensier,Cout_auxiliaires,Qualite_isolation_enveloppe,Qualite_isolation_menuiseries,Qualite_isolation_murs,Ubat_W_m2_K,Appartement_non_visite_0_1,Nombre_appartement,Nombre_niveau_immeuble,Nombre_niveau_logement,Surface_habitable_immeuble,Surface_habitable_logement,Score_BAN,Cout_chauffage_energie_num2,Cout_ECS_energie_num2,Type_energie_num2,Emission_GES_5_usages_energie_num2,Qualite_isolation_plancher_bas
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,934.4,21.4,441.8,512.5,23.5,392.2,552.9,0.0,0.0,0.0,2149.2,49.1,1016.1,1178.6,54.0,1271.8,902.0,0.0,0.0,0.0,67.3,1.5,34.9,40.5,1.6,35.9,25.5,0.0,0.0,0.0,116.2,103.1,1.6,Electricite,245.7,116.2,134.7,89.3,145.4,103.1,0.0,0.0,0.0,bonne,tres_bonne,tres_bonne,0.53,FAUX,28.0,1.0,1.0,1690.6,43.7,0.72,0.72,74.2,Electricite,219.6,tres_bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,3086.8,74.0,1602.6,1859.0,88.3,1346.8,1899.0,0.0,0.0,49.0,3314.1,79.0,1629.4,1629.4,203.1,1368.8,1368.8,0.0,0.0,112.8,673.0,16.0,360.7,360.7,6.1,303.0,303.0,0.0,0.0,3.1,181.9,152.8,673.0,Gaz_naturel,374.6,181.9,181.9,25.6,152.8,152.8,0.0,0.0,14.2,moyenne,tres_bonne,insuffisante,0.84,FAUX,18.0,1.0,1.0,853.0,41.6,0.68,0.68,152.8,Electricite,673.0,bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,C,C,maison,2.5,6247.2,61.2,4244.6,4923.7,60.7,1714.8,2417.8,0.0,0.0,3.8,6621.5,64.9,4244.6,4923.7,139.7,2417.8,1714.8,0.0,0.0,8.7,1372.2,13.4,963.5,1117.7,4.2,548.8,389.3,0.0,0.0,0.2,428.9,173.3,0.0,Gaz_naturel,685.6,428.9,497.5,209.4,244.3,173.3,0.0,0.0,13.1,tres_bonne,tres_bonne,tres_bonne,0.42,FAUX,1.0,1.0,1.0,204.2,102.1,0.8,0.8,0.0,Electricite,4.4,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,2664.7,65.1,1347.0,1562.5,80.3,1208.7,1704.3,0.0,0.0,0.0,2806.4,68.6,1347.0,1562.5,184.7,1704.3,1208.7,0.0,0.0,0.0,587.5,14.4,305.8,354.7,5.5,386.9,274.4,0.0,0.0,0.0,194.3,174.3,0.0,Gaz_naturel,408.3,194.3,225.3,29.2,245.8,174.3,0.0,0.0,0.0,bonne,tres_bonne,tres_bonne,0.5,FAUX,7.0,1.0,1.0,362.9,40.9,0.62,0.62,0.0,Electricite,5.5,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3697.7,57.2,1893.2,2196.1,131.1,1503.9,2120.4,0.0,0.0,30.8,4088.6,63.2,1893.2,2196.1,301.4,2120.4,1503.9,0.0,0.0,70.9,791.0,12.2,429.8,498.5,9.0,481.3,341.4,0.0,0.0,2.0,273.0,216.9,0.0,Gaz_naturel,599.4,273.0,316.7,47.7,305.8,216.9,0.0,0.0,11.2,bonne,tres_bonne,tres_bonne,0.48,FAUX,12.0,1.0,1.0,733.9,64.7,0.78,0.78,0.0,Electricite,11.0,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3865.5,59.7,2329.6,2702.4,40.4,1340.9,1890.7,0.0,0.0,0.0,4118.9,63.6,2329.6,2702.4,92.9,1890.7,1340.9,0.0,0.0,0.0,846.4,13.1,528.8,613.4,2.8,429.2,304.4,0.0,0.0,0.0,259.1,149.1,0.0,Gaz_naturel,464.7,259.1,300.5,139.2,210.3,149.1,0.0,0.0,0.0,bonne,tres_bonne,tres_bonne,0.58,FAUX,23.0,1.0,1.0,1211.7,64.8,0.58,0.58,0.0,Electricite,2.8,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,5092.5,68.8,2828.6,3281.2,137.0,1980.1,2792.0,0.0,0.0,39.1,5461.4,73.8,2828.6,3281.2,315.1,2792.0,1980.1,0.0,0.0,90.0,1865.4,25.2,1086.2,1260.0,9.5,1072.1,760.4,0.0,0.0,2.5,222.6,155.8,0.0,Reseau_Chauffage_urbain,459.2,222.6,258.2,49.9,219.7,155.8,0.0,0.0,8.2,moyenne,tres_bonne,bonne,0.72,FAUX,101.0,1.0,1.0,3676.6,74.0,0.41,0.41,0.0,Electricite,12.0,bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,4169.6,62.0,2376.3,2756.5,131.0,1592.5,2245.4,0.0,0.0,69.9,4533.4,67.0,2458.5,2458.5,301.2,1613.0,1613.0,0.0,0.0,160.7,902.5,13.0,530.1,530.1,9.0,358.9,358.9,0.0,0.0,4.5,275.6,179.9,902.5,Gaz_naturel,513.8,275.6,275.6,38.0,179.9,179.9,0.0,0.0,20.3,bonne,tres_bonne,tres_bonne,0.59,FAUX,29.0,1.0,1.0,1612.9,66.8,0.96,0.96,179.9,Electricite,902.5,bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1686.6,18.6,925.0,1073.0,163.9,504.0,710.6,0.0,0.0,11.7,3879.2,42.9,2127.5,2467.9,377.1,1634.5,1159.2,0.0,0.0,26.9,123.1,1.4,73.1,84.8,11.3,46.2,32.8,0.0,0.0,0.7,212.0,115.0,17.3,Electricite,387.0,212.0,245.9,38.0,162.2,115.0,0.0,0.0,3.0,tres_bonne,tres_bonne,tres_bonne,0.31,FAUX,1.0,1.0,1.0,90.5,90.5,0.64,0.64,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,D,D,appartement,2.5,3809.6,92.7,2047.0,2374.5,29.4,1590.5,2242.6,0.0,0.0,25.5,4033.4,98.2,2047.0,2374.5,67.6,2242.6,1590.5,0.0,0.0,58.6,1408.2,34.3,786.0,911.8,2.0,861.2,610.8,0.0,0.0,1.6,161.1,125.2,0.0,Reseau_Chauffage_urbain,349.0,161.1,186.9,80.7,176.5,125.2,0.0,0.0,69.9,bonne,tres_bonne,tres_bonne,0.61,FAUX,36.0,1.0,1.0,1505.9,41.1,0.54,0.54,0.0,Electricite,3.7,bonne
RT2012,2,dpe_appartement_genere_donnees_DPE_immeuble,B,B,appartement,2.5,2393.3,54.0,1628.4,1888.9,89.8,545.9,769.7,0.0,0.0,129.1,3202.7,73.0,1635.7,1635.7,206.6,1063.4,1063.4,0.0,0.0,297.0,442.7,10.0,368.8,368.8,6.2,59.4,59.4,0.0,0.0,8.3,182.1,131.9,442.7,Electricite,377.5,182.1,182.1,26.1,131.9,131.9,0.0,0.0,37.5,moyenne,tres_bonne,tres_bonne,0.72,FAUX,102.0,1.0,1.0,4441.7,43.9,0.77,0.77,131.9,Electricite,442.7,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1921.0,25.8,980.2,1137.1,56.1,687.1,968.9,0.0,0.0,0.0,3144.0,42.3,980.2,1137.1,129.0,2228.4,1580.4,0.0,0.0,0.0,284.2,3.8,222.5,258.1,3.9,63.0,44.7,0.0,0.0,0.0,141.4,0.0,0.0,Gaz_naturel,484.0,141.4,164.0,154.0,352.8,250.2,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.44,FAUX,5.0,1.0,1.0,370.7,74.4,0.81,0.81,250.2,Electricite,3.9,tres_bonne
RE2020,1,dpe_maison_individuelle,A,A,maison,2.5,3898.4,27.0,2351.4,2727.7,247.5,1052.0,1483.3,0.0,0.0,247.5,8966.4,63.0,5408.3,5408.3,569.3,2419.5,2419.5,0.0,0.0,569.3,287.1,2.0,185.8,185.8,17.1,68.4,68.4,0.0,0.0,15.8,571.0,255.5,287.1,Electricite,946.7,571.0,571.0,60.1,255.5,255.5,0.0,0.0,60.1,tres_bonne,tres_bonne,tres_bonne,0.35,FAUX,34.53095264748685,1.0,1.0,1750.8,141.4,0.45,0.45,74.2,Electricite,219.6,tres_bonne
RT2012,2,dpe_etude_thermique_RT2012_batiment_appartement,C,A,appartement,2.5,4578.5,111.7,927.4,1075.8,22.6,3508.3,4946.7,0.0,0.0,3.0,4764.2,116.2,927.4,1075.8,52.0,4946.7,3508.3,0.0,0.0,6.9,31.7,0.8,4.6,5.4,1.6,24.7,17.5,0.0,0.0,0.2,73.0,276.1,0.0,Reseau_Chauffage_urbain,382.9,73.0,84.7,77.9,389.3,276.1,0.0,0.0,17.3,bonne,tres_bonne,bonne,0.61,FAUX,61.0,1.0,1.0,3888.5,41.0,0.8,0.8,0.0,Electricite,1.8,tres_bonne
RE2020,1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,2836.5,70.0,2146.7,2490.2,66.5,551.6,777.8,0.0,0.0,71.7,3767.6,93.0,2181.1,2181.1,153.1,1268.7,1268.7,0.0,0.0,164.8,528.4,13.0,483.4,483.4,4.6,35.9,35.9,0.0,0.0,4.6,315.4,200.9,528.4,Gaz_naturel,566.6,315.4,315.4,24.2,200.9,200.9,0.0,0.0,26.1,bonne,tres_bonne,tres_bonne,0.46,VRAI,2.0,1.0,1.0,62.7,40.1,0.78,0.78,200.9,Electricite,528.4,moyenne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,4083.2,79.3,1379.3,1600.0,36.4,2490.4,3511.5,0.0,0.0,17.0,4367.8,84.8,1386.5,1608.4,83.8,3511.5,2490.4,0.0,0.0,39.1,891.8,17.3,312.3,362.3,2.5,797.1,565.3,0.0,0.0,1.1,198.1,359.1,0.0,Gaz_naturel,637.0,200.1,232.2,100.0,506.4,359.1,0.0,0.0,46.7,insuffisante,tres_bonne,insuffisante,1.05,FAUX,24.0,1.0,1.0,1575.7,51.5,0.78,0.78,0.0,Electricite,3.6,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,2602.0,57.3,1201.1,1393.3,28.5,1278.0,1802.0,0.0,0.0,0.0,2761.6,60.8,1201.1,1393.3,65.6,1802.0,1278.0,0.0,0.0,0.0,571.1,12.6,272.7,316.3,2.0,409.0,290.1,0.0,0.0,0.0,133.6,142.1,0.0,Gaz_naturel,311.3,133.6,155.0,98.3,200.4,142.1,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.59,FAUX,45.0,1.0,1.0,2554.1,45.4,0.59,0.59,0.0,Electricite,2.0,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1432.1,53.0,614.6,713.0,44.4,741.4,1045.3,0.0,0.0,12.7,1530.9,56.7,614.6,713.0,102.0,1045.3,741.4,0.0,0.0,29.1,158.3,5.9,69.5,80.6,3.1,118.1,83.8,0.0,0.0,0.8,48.4,58.3,0.0,Reseau_Chauffage_urbain,2138.8,48.4,56.1,1185.4,82.3,58.3,0.0,0.0,338.7,moyenne,tres_bonne,moyenne,0.77,FAUX,74.0,1.0,1.0,5444.2,27.0,0.58,0.58,0.0,Electricite,3.9,tres_bonne
RT2012,2,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,214.3,2.9,0.0,0.0,41.4,0.0,0.0,0.0,0.0,5.9,492.9,6.6,0.0,0.0,95.3,0.0,0.0,0.0,0.0,13.6,14.4,0.2,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3.2,Electricite,62.2,0.0,0.0,142.9,0.0,0.0,0.0,0.0,20.4,moyenne,tres_bonne,moyenne,0.7,FAUX,26.0,1.0,1.0,1401.8,74.2,0.83,0.83,74.2,Electricite,219.6,bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,2058.9,21.1,916.0,1062.6,190.4,774.0,1091.3,0.0,0.0,95.2,4735.5,48.6,2106.8,2443.9,437.9,2510.1,1780.2,0.0,0.0,219.0,147.2,1.5,72.4,83.9,13.1,70.9,50.3,0.0,0.0,6.1,264.0,223.0,24.6,Electricite,593.0,264.0,306.2,55.0,314.4,223.0,0.0,0.0,27.0,tres_bonne,tres_bonne,tres_bonne,0.3,FAUX,1.0,1.0,1.0,97.5,97.5,0.6,0.6,74.2,Electricite,219.6,tres_bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,3078.6,20.7,1693.0,1963.9,324.9,941.0,1326.8,0.0,0.0,34.2,7080.8,47.5,3893.9,4516.9,747.3,3051.7,2164.3,0.0,0.0,78.7,225.0,1.5,133.7,155.1,22.4,86.2,61.2,0.0,0.0,2.2,324.0,180.0,30.1,Electricite,589.0,324.0,375.8,62.0,253.8,180.0,0.0,0.0,7.0,tres_bonne,tres_bonne,tres_bonne,0.29,FAUX,1.0,1.0,1.0,149.0,149.0,0.65,0.65,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1914.8,21.6,1107.0,1284.1,176.0,549.0,774.1,0.0,0.0,0.0,4403.9,49.6,2546.1,2953.5,404.7,1780.4,1262.7,0.0,0.0,0.0,140.6,1.6,87.5,101.4,12.1,50.3,35.7,0.0,0.0,0.0,325.0,161.0,17.4,Electricite,562.0,325.0,377.0,52.0,227.0,161.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.33,FAUX,1.0,1.0,1.0,88.7,88.7,0.62,0.62,74.2,Electricite,219.6,tres_bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,4142.2,77.0,1822.9,2114.6,98.5,2164.5,3051.9,0.0,0.0,56.3,4353.1,81.0,1822.9,1822.9,226.6,2174.1,2174.1,0.0,0.0,129.5,914.3,17.0,413.8,413.8,6.8,490.1,490.1,0.0,0.0,3.6,202.7,242.0,914.3,Gaz_naturel,489.7,202.7,202.7,28.6,242.0,242.0,0.0,0.0,16.3,bonne,tres_bonne,bonne,0.57,VRAI,45.0,1.0,1.0,2503.0,53.3,0.47,0.47,242.0,Gaz_naturel,914.3,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3998.1,59.5,1931.3,2240.3,39.6,1850.0,2608.5,0.0,0.0,7.0,4310.0,64.1,1961.4,2275.3,91.1,2608.5,1850.0,0.0,0.0,16.1,869.5,12.9,435.0,504.6,2.7,592.1,419.9,0.0,0.0,0.4,212.2,205.7,0.0,Gaz_naturel,487.5,218.9,253.9,136.5,290.1,205.7,0.0,0.0,24.1,bonne,tres_bonne,bonne,0.49,FAUX,16.0,1.0,1.0,823.4,67.2,0.46,0.46,0.0,Electricite,3.2,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3770.7,59.3,1811.1,2100.9,137.5,1760.9,2482.9,0.0,0.0,30.6,4028.9,63.3,1811.1,2100.9,316.3,2482.9,1760.9,0.0,0.0,70.3,824.3,13.0,411.1,476.9,9.5,563.6,399.7,0.0,0.0,2.0,129.3,125.7,0.0,Gaz_naturel,292.9,129.3,149.9,26.3,177.2,125.7,0.0,0.0,5.8,bonne,tres_bonne,bonne,0.62,FAUX,29.0,1.0,1.0,1884.1,35.3,0.51,0.51,0.0,Electricite,11.4,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,278.6,2.9,0.0,0.0,55.1,0.0,0.0,0.0,0.0,7.3,640.7,6.6,0.0,0.0,126.7,0.0,0.0,0.0,0.0,16.9,18.8,0.2,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.3,Electricite,76.8,0.0,0.0,189.9,0.0,0.0,0.0,0.0,25.3,moyenne,tres_bonne,bonne,0.83,FAUX,43.0,1.0,1.0,2610.7,96.9,0.72,0.72,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,4620.1,103.4,1630.5,1891.4,33.3,2869.3,4045.8,0.0,0.0,4.2,4776.3,106.9,1630.5,1891.4,76.7,4045.8,2869.3,0.0,0.0,9.6,1029.6,23.0,370.1,429.4,2.3,918.4,651.3,0.0,0.0,0.3,235.1,200.7,0.0,Gaz_naturel,479.6,235.1,272.8,91.6,282.9,200.7,0.0,0.0,11.4,moyenne,tres_bonne,bonne,0.69,FAUX,42.0,1.0,1.0,2850.9,44.7,0.43,0.43,0.0,Electricite,2.6,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1818.3,43.8,897.2,1040.8,22.2,534.5,753.7,0.0,0.0,84.4,2426.4,58.5,1002.7,1163.1,50.9,753.7,534.5,0.0,0.0,194.2,174.7,4.2,92.9,107.8,1.5,79.9,56.7,0.0,0.0,5.4,64.2,42.1,0.0,Reseau_Chauffage_urbain,242.0,87.8,101.8,76.4,59.3,42.1,0.0,0.0,291.1,bonne,tres_bonne,tres_bonne,0.63,FAUX,47.0,1.0,1.0,2729.7,41.5,0.38,0.38,0.0,Electricite,6.9,tres_bonne
RT2012,2,dpe_maison_individuelle,B,A,maison,2.5,4450.7,49.0,2934.4,3403.9,154.4,673.9,950.2,0.0,0.0,688.0,7900.3,88.0,4412.8,4412.8,355.2,1550.0,1550.0,0.0,0.0,1582.3,242.2,2.0,143.8,143.8,10.7,43.8,43.8,0.0,0.0,44.0,332.5,133.3,242.2,Electricite,632.4,332.5,332.5,30.5,133.3,133.3,0.0,0.0,136.0,tres_bonne,tres_bonne,tres_bonne,0.37,FAUX,34.53095264748685,1.0,1.0,1750.8,89.5,0.47,0.47,133.3,Bois_Granules_pellets_briquettes,242.2,tres_bonne
RT2012,2,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,1895.2,41.4,476.7,552.9,25.0,1297.9,1830.1,0.0,0.0,0.0,2186.3,47.7,476.7,552.9,57.5,2019.5,1432.3,0.0,0.0,0.0,377.5,8.2,103.4,120.0,1.7,375.0,265.9,0.0,0.0,0.0,37.5,94.0,0.0,Reseau_Chauffage_urbain,196.5,37.5,43.5,86.1,174.8,124.0,0.0,0.0,0.0,moyenne,tres_bonne,tres_bonne,0.8,FAUX,116.0,1.0,1.0,5043.0,45.8,0.58,0.58,30.0,Electricite,1.7,tres_bonne
RE2020,1_1,dpe_maison_individuelle,A,A,maison,2.5,1523.1,18.0,781.3,906.3,168.1,484.6,683.3,0.0,0.0,89.0,3503.0,41.0,1797.0,1797.0,386.7,1114.6,1114.6,0.0,0.0,204.7,110.5,1.0,61.7,61.7,11.6,31.5,31.5,0.0,0.0,5.7,226.6,140.6,110.5,Electricite,441.8,226.6,226.6,48.8,140.6,140.6,0.0,0.0,25.8,tres_bonne,tres_bonne,tres_bonne,0.24,FAUX,34.53095264748685,1.0,1.0,1750.8,84.1,0.45,0.45,74.2,Electricite,219.6,tres_bonne
RT2012,2,dpe_appartement_genere_donnees_DPE_immeuble,B,B,appartement,2.5,2393.7,33.0,410.0,475.6,145.7,1783.3,2514.4,0.0,0.0,54.7,2949.8,40.0,683.6,683.6,335.2,1805.3,1805.3,0.0,0.0,125.7,477.5,6.0,61.9,61.9,10.1,402.1,402.1,0.0,0.0,3.5,83.2,201.4,477.5,Gaz_naturel,342.7,83.2,83.2,42.3,201.4,201.4,0.0,0.0,15.9,bonne,tres_bonne,tres_bonne,0.56,FAUX,39.0,1.0,1.0,2501.3,72.4,0.64,0.64,201.4,Electricite,477.5,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,A,appartement,2.5,1917.8,83.7,829.0,961.7,12.7,1019.9,1438.1,0.0,0.0,1.8,3085.0,134.7,1906.8,2211.9,29.2,1438.1,1019.9,0.0,0.0,4.2,117.0,5.1,65.5,76.0,0.9,66.2,46.9,0.0,0.0,0.1,0.0,80.3,0.0,Reseau_Chauffage_urbain,340.7,240.5,279.0,43.8,113.2,80.3,0.0,0.0,6.3,bonne,tres_bonne,bonne,0.62,FAUX,76.0,1.0,1.0,1836.2,22.9,0.8,0.8,0.0,Electricite,1.0,tres_bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,B,A,appartement,2.5,5031.1,83.0,3072.6,3564.2,110.3,1793.0,2528.1,0.0,0.0,55.1,5338.3,89.0,3164.8,3164.8,253.7,1793.0,1793.0,0.0,0.0,126.8,16.7,0.1,5.6,5.6,7.6,0.0,0.0,0.0,0.0,3.5,256.8,141.1,16.7,Electricite,445.9,256.8,256.8,32.0,141.1,141.1,0.0,0.0,16.0,bonne,tres_bonne,tres_bonne,0.59,FAUX,48.0,1.0,1.0,2535.6,60.0,0.97,0.97,141.1,Reseau_Chauffage_urbain,16.7,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.6,3471.2,39.0,1770.7,2054.0,163.1,1534.4,2163.5,0.0,0.0,3.0,3696.4,41.5,1776.4,2060.7,375.1,1538.1,2168.7,0.0,0.0,6.9,759.7,8.5,401.2,465.4,10.4,347.8,490.5,0.0,0.0,0.2,8955.7,10922.9,40575.8,Gaz_naturel,457.4,219.3,254.4,47.3,267.7,189.9,0.0,0.0,0.9,moyenne,insuffisante,bonne,0.68,VRAI,68.0,1.0,1.0,1750.8,89.0,0.88,0.88,52.3,Electricite,796.7,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,3328.7,47.8,1595.4,1850.7,145.4,1460.6,2059.4,0.0,0.0,0.0,3683.1,52.9,1595.4,1850.7,334.4,2059.4,1460.6,0.0,0.0,0.0,711.9,10.2,362.2,420.1,10.0,467.5,331.6,0.0,0.0,0.0,230.1,210.6,0.0,Gaz_naturel,540.0,230.1,266.9,52.9,297.0,210.6,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.58,FAUX,31.0,1.0,1.0,1751.5,69.6,0.75,0.75,0.0,Electricite,10.0,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,3924.8,64.4,2338.4,2712.6,39.1,1331.1,1876.8,0.0,0.0,14.5,4256.7,69.8,2338.4,2712.6,90.0,1876.8,1331.1,0.0,0.0,33.3,365.5,6.0,222.1,257.7,2.7,178.3,126.5,0.0,0.0,0.9,184.0,104.8,0.0,Reseau_Chauffage_urbain,359.7,184.0,213.5,107.5,147.7,104.8,0.0,0.0,67.2,moyenne,tres_bonne,tres_bonne,0.67,FAUX,22.0,1.0,1.0,1354.2,61.0,0.63,0.63,0.0,Electricite,3.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,5258.1,82.4,2713.9,3148.1,129.2,2318.1,3268.5,0.0,0.0,48.5,5552.1,87.0,2713.9,3148.1,297.2,3268.5,2318.1,0.0,0.0,111.5,452.9,7.1,236.1,273.9,8.9,284.4,201.7,0.0,0.0,3.1,213.6,182.4,0.0,Reseau_Chauffage_urbain,439.4,213.6,247.8,24.8,257.2,182.4,0.0,0.0,9.3,moyenne,tres_bonne,bonne,0.72,FAUX,61.0,1.0,1.0,3608.7,39.9,0.7,0.7,0.0,Electricite,12.0,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1153.6,25.1,563.8,654.0,30.9,463.5,653.6,0.0,0.0,0.0,2653.4,57.7,1296.8,1504.3,71.1,1503.2,1066.1,0.0,0.0,0.0,83.2,1.8,44.5,51.7,2.1,42.5,30.1,0.0,0.0,0.0,189.6,155.9,2.1,Electricite,388.0,189.6,220.0,91.9,219.8,155.9,0.0,0.0,0.0,bonne,tres_bonne,tres_bonne,0.62,FAUX,84.0,1.0,1.0,4962.8,46.0,0.52,0.52,74.2,Electricite,219.6,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,2442.9,57.0,1254.8,1455.5,22.2,1067.8,1505.6,0.0,0.0,3.2,2599.2,60.6,1254.8,1455.5,51.1,1505.6,1067.8,0.0,0.0,7.3,535.3,12.5,284.8,330.4,1.5,341.8,242.4,0.0,0.0,0.2,139.5,118.8,0.0,Gaz_naturel,293.2,139.5,161.9,76.5,167.4,118.8,0.0,0.0,10.9,tres_bonne,tres_bonne,tres_bonne,0.34,FAUX,15.0,1.0,1.0,762.9,42.9,0.82,0.82,0.0,Electricite,1.7,tres_bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1414.6,20.7,634.5,736.1,40.6,504.4,711.2,0.0,0.0,0.0,3253.6,47.5,1459.4,1692.9,93.4,1635.8,1160.1,0.0,0.0,0.0,101.3,1.5,50.1,58.1,2.8,46.2,32.8,0.0,0.0,0.0,165.3,131.4,2.8,Electricite,368.5,165.3,191.7,155.8,185.3,131.4,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.35,FAUX,1.0,1.0,1.0,286.5,68.5,0.78,0.78,74.2,Electricite,219.6,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3032.8,73.8,1608.3,1865.6,25.2,1296.8,1828.6,0.0,0.0,5.9,3205.4,78.0,1614.9,1873.3,57.9,1828.6,1296.8,0.0,0.0,13.6,667.3,16.2,364.3,422.6,1.7,415.1,294.4,0.0,0.0,0.4,178.3,144.2,0.0,Gaz_naturel,361.0,179.8,208.5,86.8,203.4,144.2,0.0,0.0,20.4,bonne,tres_bonne,bonne,0.64,FAUX,46.0,1.0,1.0,2513.3,41.1,0.49,0.49,0.0,Electricite,2.1,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3848.7,78.5,2093.5,2428.4,105.8,1605.8,2264.2,0.0,0.0,6.2,4042.9,82.5,2093.5,2428.4,243.4,2264.2,1605.8,0.0,0.0,14.3,849.8,17.3,475.2,551.2,7.3,514.0,364.5,0.0,0.0,0.4,301.9,231.6,0.0,Gaz_naturel,587.9,301.9,350.2,38.5,326.5,231.6,0.0,0.0,2.3,moyenne,tres_bonne,moyenne,0.69,FAUX,15.0,1.0,1.0,1033.8,49.0,0.83,0.83,0.0,Electricite,7.7,tres_bonne
